	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei
OG0003364	1	1	1	1	1	1	2	1	1	1	3	1	1
OG0003365	2	1	1	1	1	1	1	2	1	1	1	2	1
OG0003366	3	1	1	1	1	2	1	1	1	1	1	1	1
OG0003367	1	1	1	1	2	1	2	1	1	1	1	2	1
OG0003368	1	1	4	1	1	1	1	1	1	1	1	1	1
OG0003369	1	1	1	2	1	1	1	1	1	2	2	1	1
OG0003370	2	1	0	1	1	1	2	3	2	1	0	1	1
OG0003371	1	1	1	1	1	1	1	1	4	1	1	1	1
OG0003372	1	1	1	1	1	3	1	2	1	1	1	1	1
OG0003373	1	2	1	1	1	2	1	1	1	1	1	2	1
OG0003374	1	1	1	1	1	1	2	2	2	1	1	1	1
OG0003375	1	2	1	1	1	1	1	1	2	2	1	2	0
OG0003376	2	2	2	1	1	2	1	0	1	1	1	1	1
OG0003377	1	1	4	1	1	1	1	1	1	1	1	1	1
OG0003378	1	1	1	1	1	1	2	1	1	1	2	2	1
OG0003379	2	1	2	1	0	1	1	1	1	1	1	1	3
OG0003380	2	1	1	1	1	1	2	1	1	1	1	1	2
OG0003381	1	1	3	2	1	1	1	1	1	1	1	1	1
OG0003382	2	1	1	3	1	1	1	1	1	1	1	1	1
OG0003383	2	1	1	1	1	1	1	1	2	1	1	2	1
OG0003384	1	1	1	1	1	2	1	3	1	1	1	1	1
OG0003385	1	1	1	1	1	2	1	2	1	2	1	1	1
OG0003386	1	1	2	1	1	2	1	1	1	2	1	1	1
OG0003387	2	1	1	1	1	2	1	1	2	1	2	0	1
OG0003388	1	2	1	1	1	2	2	1	1	1	1	1	1
OG0003389	2	0	0	0	0	0	2	0	6	1	0	0	5
OG0003390	3	1	1	1	1	2	1	1	1	1	1	1	1
OG0003391	1	1	2	1	1	2	1	1	2	1	1	1	1
OG0003392	1	1	1	2	1	1	1	2	2	1	1	1	1
OG0003393	1	1	4	1	1	1	1	1	1	1	1	1	1
OG0003394	1	1	4	1	1	1	1	1	1	1	1	1	1
OG0003395	2	1	2	1	1	1	1	1	1	1	1	2	1
OG0003396	1	1	1	1	1	1	1	1	2	1	1	3	1
OG0003397	1	2	1	1	1	2	1	2	1	1	1	1	1
OG0003398	1	1	1	1	1	0	4	0	2	1	1	2	1
OG0003399	1	1	1	1	1	1	1	2	3	1	1	1	1
OG0003400	2	2	2	1	1	1	2	0	1	1	1	1	1
OG0003401	2	1	0	1	1	1	1	2	2	1	1	2	1
OG0003402	1	1	1	1	0	1	1	1	4	1	1	1	2
OG0003403	1	2	1	2	1	1	2	1	0	2	1	1	1
OG0003404	1	2	2	1	1	1	2	1	1	1	1	1	1
OG0003405	1	1	1	1	1	1	1	3	2	1	1	1	1
OG0003406	1	1	1	2	0	1	1	1	1	1	4	1	1
OG0003407	1	1	1	1	1	2	1	1	2	1	2	1	1
OG0003408	2	1	1	2	1	1	1	1	1	1	1	1	2
OG0003409	2	1	1	1	3	1	1	1	1	1	1	1	1
OG0003410	2	1	1	1	1	1	1	2	3	1	1	0	1
OG0003411	3	1	1	1	1	1	1	1	1	1	2	1	1
OG0003412	2	1	1	1	1	1	1	1	1	1	2	1	2
OG0003413	1	1	1	0	0	1	1	1	2	3	3	1	1
OG0003414	1	1	1	1	1	2	1	3	1	1	1	1	1
OG0003415	1	1	1	1	1	1	3	1	1	1	1	2	1
OG0003416	1	1	1	1	1	2	1	2	2	1	1	1	1
OG0003417	1	0	1	1	1	3	1	1	2	1	2	1	1
OG0003418	1	1	1	2	1	1	1	1	2	2	1	1	1
OG0003419	2	1	1	1	1	2	1	2	1	1	1	1	1
OG0003420	1	2	1	1	1	1	1	3	1	1	1	1	1
OG0003421	1	1	1	1	1	1	1	1	4	1	1	1	1
OG0003422	1	1	1	1	1	1	1	1	2	2	2	1	1
OG0003423	1	1	4	1	1	1	1	1	1	1	1	1	1
OG0003424	1	1	2	0	0	3	1	2	3	0	1	1	1
OG0003425	2	1	1	1	1	2	1	2	1	1	1	1	1
OG0003426	1	1	1	0	1	1	1	1	1	1	1	4	2
OG0003427	1	2	1	2	1	1	1	1	1	2	1	0	2
OG0003428	1	1	1	1	1	1	2	1	2	2	1	1	1
OG0003429	1	2	0	1	0	1	2	1	2	2	2	1	1
OG0003430	1	1	1	4	0	1	1	1	1	1	1	1	2
OG0003431	1	1	1	1	1	2	1	2	1	2	1	1	1
OG0003432	2	2	1	1	1	1	1	1	1	1	1	2	1
OG0003433	1	1	1	1	1	1	1	1	1	2	3	1	1
OG0003434	2	1	1	2	1	1	1	1	1	1	1	2	1
OG0003435	1	1	2	1	1	2	1	2	1	1	1	1	1
OG0003436	2	1	1	1	1	1	1	2	1	2	1	1	1
OG0003437	2	1	1	1	1	1	1	1	1	3	1	1	1
OG0003438	2	1	1	1	1	2	1	2	1	1	1	1	1
OG0003439	2	1	1	1	1	1	1	1	3	1	1	1	1
OG0003440	1	1	1	1	1	1	2	1	2	2	1	1	1
OG0003441	1	1	1	1	3	2	1	1	1	1	1	1	1
OG0003442	1	1	1	1	1	2	1	2	1	1	1	2	1
OG0003443	2	1	1	1	1	1	1	1	2	1	1	2	1
OG0003444	1	2	1	1	1	1	2	1	2	1	1	1	1
OG0003445	2	1	1	1	1	1	3	1	1	1	1	1	1
OG0003446	1	0	2	0	0	2	0	3	5	1	0	1	1
OG0003447	1	2	1	1	1	1	1	1	1	1	1	3	1
OG0003448	3	1	1	1	1	1	2	1	1	1	1	1	1
OG0003449	2	1	1	1	1	2	1	2	1	1	1	1	1
OG0003450	1	1	0	4	3	1	1	1	1	0	1	1	1
OG0003451	1	1	1	1	1	1	1	1	2	1	2	2	1
OG0003452	1	1	0	1	1	1	4	1	1	1	1	2	1
OG0003453	1	1	1	1	1	1	1	1	1	3	1	2	1
OG0003454	1	1	1	1	1	3	1	1	1	1	1	2	1
OG0003455	1	2	1	1	1	1	1	1	2	1	2	1	1
OG0003456	2	3	1	1	1	1	2	0	1	1	1	1	1
OG0003457	2	1	1	1	1	1	1	1	1	3	1	1	1
OG0003458	1	1	1	1	1	2	1	1	2	1	1	2	1
OG0003459	1	1	1	1	4	1	1	1	1	1	1	1	1
OG0003460	1	1	1	1	1	1	1	1	1	1	1	3	2
OG0003461	1	1	1	2	2	1	1	1	1	1	2	1	1
OG0003462	2	1	1	2	1	1	1	1	1	2	1	1	1
OG0003463	2	1	1	1	1	1	1	2	1	1	1	2	1
OG0003464	2	1	1	3	1	1	1	1	1	1	1	1	1
OG0003465	1	1	2	1	1	1	1	1	3	1	1	1	1
OG0003466	1	1	1	1	1	1	1	2	1	1	2	2	1
OG0003467	1	1	1	3	2	1	1	1	1	1	1	1	1
OG0003468	1	1	1	1	1	2	2	1	1	1	1	2	1
OG0003469	1	1	1	1	1	2	2	2	1	1	1	1	1
OG0003470	2	1	1	1	1	1	2	1	2	1	1	1	1
OG0003471	2	1	1	1	2	2	1	1	1	1	1	1	1
OG0003472	3	1	1	1	1	3	1	0	1	1	1	1	1
OG0003473	1	1	2	3	1	0	1	2	1	1	1	1	1
OG0003474	2	1	1	1	1	1	2	1	1	1	1	2	1
OG0003475	2	1	1	2	2	1	1	1	1	1	1	1	1
OG0003476	2	1	3	1	1	1	1	1	1	1	1	1	1
OG0003477	2	1	1	1	2	1	2	1	1	1	1	1	1
OG0003478	2	1	1	1	1	1	2	2	1	1	1	1	1
OG0003479	1	2	1	1	1	2	1	2	1	1	1	1	1
OG0003480	2	1	1	1	1	2	1	2	1	1	1	1	1
OG0003481	1	1	1	1	1	1	2	1	2	1	1	2	1
OG0003482	2	1	1	1	1	2	1	2	1	1	1	1	1
OG0003483	1	1	1	3	2	1	1	1	1	1	1	1	1
OG0003484	1	1	1	3	1	1	2	1	1	1	1	1	1
OG0003485	1	1	1	1	1	2	1	3	1	1	1	1	1
OG0003486	1	1	1	1	0	3	1	2	1	1	2	1	1
OG0003487	2	1	1	1	2	1	2	1	1	1	1	1	1
OG0003488	3	1	1	1	1	1	1	1	2	1	1	1	1
OG0003489	2	0	1	0	0	1	3	0	7	0	1	0	1
OG0003490	2	1	1	1	1	1	3	1	1	1	1	1	1
OG0003491	1	1	1	1	1	5	1	0	1	1	1	1	1
OG0003492	1	1	1	1	1	1	1	1	2	2	1	2	1
OG0003493	1	1	1	1	3	1	1	1	1	1	1	1	2
OG0003494	3	1	1	1	1	1	1	1	1	1	1	2	1
OG0003495	1	1	1	1	1	1	2	1	3	1	1	1	1
OG0003496	1	0	1	0	2	4	3	1	3	0	0	1	0
OG0003497	1	2	1	1	1	1	2	1	1	1	2	1	1
OG0003498	1	1	1	1	1	2	1	2	2	1	1	1	1
OG0003499	3	1	2	1	1	1	1	1	1	1	1	1	1
OG0003500	1	1	2	1	1	1	1	2	2	1	1	1	1
OG0003501	1	2	2	0	1	1	1	1	1	2	2	1	1
OG0003502	1	0	5	0	0	5	2	0	1	0	0	0	2
OG0003503	1	1	1	1	1	3	1	2	1	1	1	1	1
OG0003504	1	1	2	1	1	1	2	1	2	1	1	1	1
OG0003505	1	2	1	2	0	1	2	1	2	1	1	1	1
OG0003506	1	1	1	1	1	3	1	2	1	1	1	1	1
OG0003507	1	1	1	1	1	2	2	1	1	1	1	1	2
OG0003508	2	1	1	1	1	1	2	1	1	1	1	2	1
OG0003509	2	1	1	1	2	1	1	2	1	1	1	1	1
OG0003510	1	1	4	1	1	1	1	1	1	1	1	1	1
OG0003511	1	2	1	1	1	1	2	1	1	1	1	2	1
OG0003512	1	1	1	1	1	1	1	4	1	1	1	1	1
OG0003513	1	1	1	1	1	0	2	1	1	1	1	3	2
OG0003514	1	1	1	1	1	1	2	1	3	1	1	1	1
OG0003515	0	3	0	0	0	0	3	1	3	2	3	1	0
OG0003516	0	2	0	0	0	3	5	0	2	0	4	0	0
OG0003517	0	2	1	1	0	1	2	1	2	2	2	1	1
OG0003518	0	2	1	1	0	3	2	4	1	1	1	0	0
OG0003519	0	2	1	0	0	1	2	4	2	3	1	0	0
OG0003520	0	1	1	1	0	3	1	4	1	1	1	1	1
OG0003521	0	1	1	2	1	2	1	2	1	1	1	1	2
OG0003522	0	1	1	1	0	0	2	2	2	1	2	2	2
OG0003523	0	5	1	1	3	0	1	1	0	0	1	3	0
OG0003524	0	2	0	0	0	1	3	2	7	1	0	0	0
OG0003525	0	2	0	0	6	1	0	4	0	3	0	0	0
OG0003526	0	3	3	0	0	0	4	0	3	1	2	0	0
OG0003527	0	3	0	0	0	0	3	0	5	2	3	0	0
OG0003528	0	2	0	0	0	1	2	1	5	2	3	0	0
OG0003529	0	5	0	0	9	0	0	0	0	0	0	0	2
OG0003530	0	1	1	1	1	2	2	1	2	1	1	2	1
OG0003531	0	1	1	1	0	2	1	2	3	1	1	2	1
OG0003532	0	1	1	1	1	2	2	2	1	1	1	2	1
OG0003533	0	1	4	1	1	1	1	1	1	2	1	1	1
OG0003534	0	5	0	0	0	0	9	0	2	0	0	0	0
OG0003535	0	2	0	0	0	0	3	0	8	3	0	0	0
OG0003536	0	1	2	0	1	3	2	2	1	1	1	1	1
OG0003537	0	2	2	3	0	0	2	0	2	1	1	2	1
OG0003538	0	2	1	1	1	2	2	2	1	1	1	1	1
OG0003539	0	2	1	2	1	1	2	0	2	0	1	2	2
OG0003540	0	1	1	1	1	1	1	5	1	1	1	1	1
OG0003541	0	3	1	0	0	3	1	1	0	2	5	0	0
OG0003542	0	1	0	0	0	2	2	1	6	1	3	0	0
OG0003543	0	1	2	0	0	4	2	7	0	0	0	0	0
OG0003544	0	1	0	0	0	1	2	1	4	3	2	1	1
OG0003545	0	1	3	1	0	1	3	2	1	1	1	1	1
OG0003546	0	1	1	0	0	0	2	0	2	2	3	4	1
OG0003547	0	0	13	0	0	0	0	0	2	0	0	1	0
OG0003548	0	0	2	0	0	0	0	0	0	0	0	7	7
OG0003549	0	0	1	0	0	0	0	0	9	0	6	0	0
OG0003550	0	0	15	0	0	0	0	0	0	0	0	0	1
OG0003551	0	0	1	1	0	2	0	1	5	2	0	2	2
OG0003552	0	0	1	0	0	3	0	11	1	0	0	0	0
OG0003553	0	0	0	16	0	0	0	0	0	0	0	0	0
OG0003554	0	0	0	2	0	1	0	0	0	1	2	0	10
OG0003555	0	0	0	0	14	0	0	0	0	0	0	2	0
OG0003556	0	0	0	0	1	0	1	0	13	0	0	1	0
OG0003557	0	0	0	0	0	9	0	7	0	0	0	0	0
OG0003558	0	0	0	0	0	6	0	7	3	0	0	0	0
OG0003559	0	0	0	0	0	0	0	1	0	0	13	1	1
OG0003560	0	0	0	0	0	0	0	0	11	2	3	0	0
OG0003561	0	0	0	0	0	0	0	0	1	15	0	0	0
OG0003562	0	0	0	0	0	0	0	0	0	0	0	8	8
OG0003563	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003564	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003565	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003566	1	1	1	1	1	1	3	1	1	1	1	1	1
OG0003567	2	1	2	1	1	1	1	1	1	1	1	1	1
OG0003568	1	1	1	3	1	2	1	1	1	1	1	0	1
OG0003569	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003570	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003571	2	1	1	1	1	1	1	1	1	1	1	1	2
OG0003572	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003573	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003574	2	1	1	1	2	1	1	1	1	1	1	1	1
OG0003575	1	1	1	1	1	1	2	1	2	1	1	1	1
OG0003576	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003577	3	1	1	0	0	2	2	2	2	0	1	0	1
OG0003578	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003579	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003580	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003581	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003582	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003583	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003584	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003585	1	1	1	1	1	1	1	1	1	1	1	3	1
OG0003586	2	2	1	0	0	2	1	4	1	0	0	1	1
OG0003587	1	1	1	1	1	1	2	2	1	1	1	1	1
OG0003588	2	2	1	1	1	1	1	1	1	1	1	1	1
OG0003589	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003590	1	1	1	1	1	1	1	1	2	1	1	2	1
OG0003591	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003592	1	1	1	1	1	1	1	1	1	1	1	2	2
OG0003593	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003594	2	1	1	1	1	1	1	1	1	1	1	1	2
OG0003595	1	1	1	1	1	3	1	1	1	1	1	1	1
OG0003596	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003597	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003598	4	0	4	0	1	0	0	0	3	0	1	1	1
OG0003599	1	3	1	1	1	1	1	1	1	1	1	1	1
OG0003600	1	1	1	1	1	1	1	2	1	1	2	1	1
OG0003601	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003602	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003603	5	0	3	0	0	1	1	1	0	1	0	3	0
OG0003604	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003605	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003606	2	1	0	2	1	1	1	1	1	1	1	1	2
OG0003607	2	2	1	1	1	1	1	1	1	1	1	1	1
OG0003608	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003609	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003610	2	1	1	1	1	1	1	1	1	1	1	1	2
OG0003611	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003612	2	1	1	1	2	1	1	1	1	1	1	1	1
OG0003613	2	1	1	1	1	1	2	1	1	2	1	1	0
OG0003614	2	1	2	1	1	1	1	1	1	1	1	1	1
OG0003615	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003616	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003617	2	1	1	1	2	1	1	1	1	1	1	1	1
OG0003618	1	1	1	1	2	1	1	1	1	1	1	2	1
OG0003619	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003620	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003621	1	1	1	1	1	1	2	1	1	2	1	1	1
OG0003622	2	1	0	1	1	1	1	1	2	2	1	1	1
OG0003623	1	2	1	1	1	1	1	0	1	3	1	1	1
OG0003624	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003625	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003626	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003627	1	1	1	1	0	2	1	1	3	1	1	1	1
OG0003628	2	2	1	1	1	1	1	1	1	1	1	1	1
OG0003629	1	1	1	1	1	1	1	1	1	2	2	1	1
OG0003630	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003631	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003632	1	2	1	1	1	1	2	1	1	1	1	1	1
OG0003633	1	1	1	2	1	2	1	1	1	1	1	1	1
OG0003634	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003635	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003636	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003637	1	2	0	0	0	3	2	2	3	0	1	0	1
OG0003638	1	1	0	1	1	1	1	2	1	1	3	1	1
OG0003639	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003640	1	1	1	1	1	1	2	2	1	1	1	1	1
OG0003641	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003642	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003643	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003644	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003645	1	2	1	1	1	1	1	2	1	1	1	1	1
OG0003646	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003647	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003648	1	1	1	1	1	1	1	1	3	1	1	1	1
OG0003649	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003650	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003651	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003652	1	1	1	1	1	1	1	3	1	1	1	1	1
OG0003653	1	1	1	1	1	1	1	2	1	2	1	1	1
OG0003654	3	1	0	1	1	1	1	1	1	1	1	2	1
OG0003655	3	1	1	1	1	1	1	2	1	1	1	0	1
OG0003656	1	1	1	1	1	1	2	1	2	1	1	1	1
OG0003657	1	1	1	1	1	1	1	2	2	1	1	1	1
OG0003658	1	1	1	1	2	1	1	1	1	1	1	2	1
OG0003659	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003660	1	1	1	0	0	3	2	1	4	1	1	0	0
OG0003661	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003662	2	1	1	1	1	1	1	1	1	1	1	1	2
OG0003663	1	1	2	1	1	1	1	1	2	1	1	1	1
OG0003664	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003665	1	1	1	2	1	1	1	1	2	1	1	1	1
OG0003666	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003667	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003668	2	1	2	1	1	1	1	1	1	1	1	1	1
OG0003669	2	1	2	1	1	1	1	1	1	1	1	1	1
OG0003670	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003671	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003672	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003673	1	1	1	2	1	1	1	1	2	1	1	1	1
OG0003674	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003675	2	2	1	1	1	1	1	1	1	1	1	1	1
OG0003676	1	0	0	0	0	0	0	0	0	0	0	4	10
OG0003677	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003678	1	1	2	1	1	1	1	1	1	2	1	1	1
OG0003679	3	1	1	0	1	1	1	1	1	2	1	1	1
OG0003680	1	1	1	1	1	2	2	1	1	1	1	1	1
OG0003681	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003682	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003683	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003684	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003685	1	2	1	1	2	1	1	1	1	1	1	1	1
OG0003686	2	1	0	1	3	1	1	1	1	1	1	1	1
OG0003687	2	2	1	1	1	1	1	1	1	1	1	1	1
OG0003688	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003689	1	1	1	1	1	1	1	1	2	1	1	2	1
OG0003690	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003691	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003692	2	1	1	1	1	0	2	0	1	1	2	2	1
OG0003693	1	1	2	1	1	1	1	1	1	1	1	1	2
OG0003694	2	1	2	1	1	1	1	1	1	1	1	1	1
OG0003695	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003696	1	1	1	1	1	2	1	1	2	1	1	1	1
OG0003697	1	2	1	1	0	0	4	0	2	1	1	1	1
OG0003698	1	1	1	1	1	1	2	2	1	1	1	1	1
OG0003699	1	1	1	1	1	3	1	1	1	1	1	1	1
OG0003700	5	2	1	0	0	0	2	0	0	1	2	1	1
OG0003701	1	1	1	1	1	1	1	3	1	1	1	1	1
OG0003702	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003703	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003704	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003705	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003706	5	1	3	0	0	1	1	1	0	0	0	2	1
OG0003707	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003708	2	1	2	1	1	1	1	1	1	1	1	1	1
OG0003709	2	1	1	1	1	1	1	1	1	2	1	1	1
OG0003710	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003711	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003712	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003713	1	1	2	1	1	2	1	1	1	1	1	1	1
OG0003714	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003715	3	1	0	1	1	1	1	1	1	2	1	1	1
OG0003716	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003717	3	1	1	1	1	1	2	1	1	1	1	0	1
OG0003718	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003719	1	1	1	1	1	0	1	0	0	1	7	1	0
OG0003720	3	0	5	1	1	0	0	0	0	0	0	0	5
OG0003721	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003722	2	1	1	1	1	1	1	1	1	1	2	1	1
OG0003723	2	1	1	1	1	1	1	1	1	2	1	1	1
OG0003724	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003725	2	1	1	2	1	0	1	1	1	1	1	1	2
OG0003726	5	0	0	0	0	0	0	0	0	0	0	10	0
OG0003727	1	1	1	1	1	1	1	1	3	1	1	1	1
OG0003728	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003729	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003730	1	1	1	1	1	3	1	1	1	1	1	1	1
OG0003731	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003732	1	1	1	1	1	1	1	3	2	1	1	0	1
OG0003733	1	1	1	1	3	1	1	1	1	1	1	1	1
OG0003734	1	1	1	2	1	1	1	1	1	1	2	1	1
OG0003735	1	2	1	1	1	1	2	1	1	1	1	1	1
OG0003736	2	1	1	1	1	1	1	1	1	2	1	1	1
OG0003737	1	1	2	1	1	2	1	1	1	1	1	1	1
OG0003738	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003739	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003740	1	1	1	1	1	1	1	1	1	1	1	2	2
OG0003741	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003742	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003743	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003744	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003745	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003746	2	1	1	1	1	1	2	1	1	1	1	1	1
OG0003747	1	1	1	1	1	1	1	1	1	1	1	1	3
OG0003748	1	1	1	1	1	2	2	1	1	1	1	1	1
OG0003749	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003750	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003751	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003752	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003753	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003754	1	2	1	1	1	1	1	2	1	1	1	1	1
OG0003755	2	2	1	1	1	1	1	1	1	1	1	1	1
OG0003756	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003757	1	1	1	1	1	1	1	1	2	1	1	2	1
OG0003758	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003759	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003760	1	1	1	1	1	2	1	2	1	1	1	1	1
OG0003761	1	1	3	1	0	1	1	1	2	0	1	2	1
OG0003762	1	2	1	2	1	2	1	1	1	1	1	1	0
OG0003763	1	1	1	1	1	1	2	1	2	1	1	1	1
OG0003764	1	1	1	2	1	1	1	1	2	1	1	1	1
OG0003765	1	1	1	1	1	2	1	1	2	1	1	1	1
OG0003766	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003767	1	1	2	1	1	1	1	1	2	1	1	1	1
OG0003768	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003769	2	2	2	1	1	1	1	1	1	1	1	0	1
OG0003770	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003771	2	1	1	1	1	1	1	1	1	2	1	1	1
OG0003772	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003773	1	1	1	1	2	1	1	1	2	1	1	1	1
OG0003774	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0003775	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003776	2	1	1	1	1	1	1	2	1	1	2	1	0
OG0003777	1	1	1	1	1	2	2	1	1	1	1	1	1
OG0003778	2	1	2	1	1	1	1	1	1	1	1	1	1
OG0003779	2	1	2	1	1	1	1	1	1	1	1	1	1
OG0003780	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003781	1	1	1	1	1	1	1	1	3	1	1	1	1
OG0003782	2	1	1	2	1	1	1	1	1	1	1	1	1
OG0003783	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003784	2	1	1	1	1	1	1	1	1	2	1	1	1
OG0003785	3	0	0	0	0	2	1	5	3	1	0	0	0
OG0003786	2	1	1	1	1	1	1	1	1	1	1	1	2
OG0003787	1	1	1	1	1	1	1	1	2	2	1	1	1
OG0003788	2	1	1	1	1	1	1	1	1	2	1	1	1
OG0003789	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003790	2	1	1	1	1	1	1	2	1	1	1	1	1
OG0003791	1	1	1	1	1	1	2	1	1	1	1	2	1
OG0003792	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0003793	2	2	1	1	1	1	1	1	1	1	1	1	1
OG0003794	1	1	3	1	1	1	1	0	1	1	2	1	1
OG0003795	2	1	1	1	1	1	1	1	2	1	1	1	1
OG0003796	2	1	1	1	1	1	1	1	1	2	1	1	1
OG0003797	2	1	1	1	1	2	1	1	1	1	1	1	1
OG0003798	1	1	1	1	1	2	1	2	1	1	1	1	1
