elegans_gene_id,prot_length,file,elegans_gene_id,Your Input,Public Name
T22H6.1,0,2756.fa,T22H6.1,T22H6.1,ilc-17.1
Y105E8A.2,437,2757.fa,Y105E8A.2,Y105E8A.2,Y105E8A.2
H20J04.9,170,2758.fa,H20J04.9,H20J04.9,H20J04.9
F39H11.1,175,2759.fa,F39H11.1,F39H11.1,F39H11.1
F35D11.10,172,275.fa,F35D11.10,F35D11.10,clec-139
F42C5.10,916,2760.fa,F42C5.10,F42C5.10,ifo-1
B0207.3,105,2761.fa,B0207.3,B0207.3,gpa-14
B0511.10,306,2762.fa,B0511.10,B0511.10,eif-3.E
M01F1.5,485,2763.fa,M01F1.5,M01F1.5,hmit-1.3
F47A4.1,158,2764.fa,F47A4.1,F47A4.1,lgc-47
K01D12.5,157,2765.fa,K01D12.5,K01D12.5,K01D12.5
W01A11.5,743,2766.fa,W01A11.5,W01A11.5,cpt-6
F59F3.2,244,2767.fa,F59F3.2,F59F3.2,col-177
C04C3.2,263,2768.fa,C04C3.2,C04C3.2,lgc-9
C02E11.1,811,2769.fa,C02E11.1,C02E11.1,nra-4
Y105C5B.28,323,276.fa,Y105C5B.28,Y105C5B.28,gln-3
F10B5.3,349,2770.fa,F10B5.3,F10B5.3,F10B5.3
Y53C10A.4,380,2771.fa,Y53C10A.4,Y53C10A.4,rga-2
ZC506.4,459,2772.fa,ZC506.4,ZC506.4,mgl-1
F38B6.2,117,2773.fa,F38B6.2,F38B6.2,F38B6.2
F36H1.4,362,2774.fa,F36H1.4,F36H1.4,lin-3
Y54E10A.16,422,2775.fa,Y54E10A.16,Y54E10A.16,mab-31
C26E6.12,305,2776.fa,C26E6.12,C26E6.12,C26E6.12
C35D10.13,103,2777.fa,C35D10.13,C35D10.13,tost-1
F58F12.1,162,2778.fa,F58F12.1,F58F12.1,F58F12.1
T12A2.1,198,2779.fa,T12A2.1,T12A2.1,amdh-1
C14F11.2,607,277.fa,C14F11.2,C14F11.2,lrch-1
C46F11.3,200,2780.fa,C46F11.3,C46F11.3,madf-8
Y42G9A.3,246,2781.fa,Y42G9A.3,Y42G9A.3,Y42G9A.3
B0228.1,8,2782.fa,B0228.1,B0228.1,B0228.1
C08H9.1,268,2783.fa,C08H9.1,C08H9.1,ctsa-3.2
K07D4.8,221,2784.fa,K07D4.8,K07D4.8,pqn-48
Y57G11C.16,151,2785.fa,Y57G11C.16,Y57G11C.16,rps-18
F58A4.6,66,2786.fa,F58A4.6,F58A4.6,F58A4.6
ZK616.8,101,2787.fa,ZK616.8,ZK616.8,ZK616.8
F39H2.4,214,2788.fa,F39H2.4,F39H2.4,syp-3
R07D5.2,303,2789.fa,R07D5.2,R07D5.2,R07D5.2
Y6D11A.2,297,278.fa,Y6D11A.2,Y6D11A.2,arx-4
T02D1.8,125,2790.fa,T02D1.8,T02D1.8,T02D1.8
C14A4.11,136,2791.fa,C14A4.11,C14A4.11,ccm-3
F42G8.12,257,2792.fa,F42G8.12,F42G8.12,isp-1
R13H4.3,272,279.fa,R13H4.3,R13H4.3,pho-8
R173.1,306,27.fa,R173.1,R173.1,cah-5
F10B5.4,127,280.fa,F10B5.4,F10B5.4,tub-1
F42G8.11,156,281.fa,F42G8.11,F42G8.11,sph-1
B0395.1,371,282.fa,B0395.1,B0395.1,nhx-1
C02F5.9,258,283.fa,C02F5.9,C02F5.9,pbs-6
C24A1.3,440,284.fa,C24A1.3,C24A1.3,sel-15
F09G2.5,481,285.fa,F09G2.5,F09G2.5,lgc-39
F49E11.3,300,286.fa,F49E11.3,F49E11.3,amt-2
F43E2.3,223,287.fa,F43E2.3,F43E2.3,insc-1
F46E10.10,336,288.fa,F46E10.10,F46E10.10,mdh-1
F13C5.3,172,289.fa,F13C5.3,F13C5.3,F13C5.3
C43C3.2,363,28.fa,C43C3.2,C43C3.2,npr-18
Y116A8C.36,886,290.fa,Y116A8C.36,Y116A8C.36,itsn-1
F47B10.8,158,291.fa,F47B10.8,F47B10.8,F47B10.8
K02E10.4,299,292.fa,K02E10.4,K02E10.4,K02E10.4
C18B2.3,236,293.fa,C18B2.3,C18B2.3,C18B2.3
F39C12.3,422,294.fa,F39C12.3,F39C12.3,tsp-14
F57F5.3,246,295.fa,F57F5.3,F57F5.3,F57F5.3
C44B12.2,126,296.fa,C44B12.2,C44B12.2,ost-1
C26B9.5,506,297.fa,C26B9.5,C26B9.5,C26B9.5
C43E11.8,412,298.fa,C43E11.8,C43E11.8,exoc-7
W06H3.2,136,299.fa,W06H3.2,W06H3.2,pus-1
R04B5.8,296,29.fa,R04B5.8,R04B5.8,srd-49
R11B5.1,256,2.fa,R11B5.1,R11B5.1,tbc-12
T07F12.2,199,300.fa,T07F12.2,T07F12.2,T07F12.2
C16A3.3,1591,301.fa,C16A3.3,C16A3.3,let-716
T24C12.1,284,302.fa,T24C12.1,T24C12.1,T24C12.1
F35D11.5,88,303.fa,F35D11.5,F35D11.5,coa-3
T14E8.3,569,304.fa,T14E8.3,T14E8.3,dop-3
R10E4.9,188,305.fa,R10E4.9,R10E4.9,R10E4.9
Y41D4A.4,536,306.fa,Y41D4A.4,Y41D4A.4,Y41D4A.4
F54A3.3,379,307.fa,F54A3.3,F54A3.3,cct-3
W01A11.3,837,308.fa,W01A11.3,W01A11.3,unc-83
ZK455.3,344,309.fa,ZK455.3,ZK455.3,npr-9
F32H2.10,170,30.fa,F32H2.10,F32H2.10,F32H2.10
C18D11.2,132,310.fa,C18D11.2,C18D11.2,maa-1
T05H4.14,563,311.fa,T05H4.14,T05H4.14,gad-1
T08G5.1,51,312.fa,T08G5.1,T08G5.1,T08G5.1
C02B8.4,120,313.fa,C02B8.4,C02B8.4,hlh-8
Y44A6E.1,382,314.fa,Y44A6E.1,Y44A6E.1,pbo-5
F02E9.1,140,315.fa,F02E9.1,F02E9.1,F02E9.1
F25D1.4,354,316.fa,F25D1.4,F25D1.4,degt-1
R53.4,144,317.fa,R53.4,R53.4,R53.4
F42G9.1,286,318.fa,F42G9.1,F42G9.1,ppm-1.G
K10C2.1,2116,319.fa,K10C2.1,K10C2.1,ctsa-2
C02H7.3,1197,31.fa,C02H7.3,C02H7.3,aex-3
R09B3.1,262,320.fa,R09B3.1,R09B3.1,exo-3
F44A6.1,381,321.fa,F44A6.1,F44A6.1,nucb-1
Y57G11C.10,415,322.fa,Y57G11C.10,Y57G11C.10,gdi-1
F46G11.1,304,323.fa,F46G11.1,F46G11.1,twnk-1
F45E4.6,60,324.fa,F45E4.6,F45E4.6,F45E4.6
F44A6.5,233,325.fa,F44A6.5,F44A6.5,F44A6.5
Y119D3B.11,453,326.fa,Y119D3B.11,Y119D3B.11,orc-3
T06D8.10,423,327.fa,T06D8.10,T06D8.10,T06D8.10
F35C8.5,300,328.fa,F35C8.5,F35C8.5,F35C8.5
F45G2.4,198,329.fa,F45G2.4,F45G2.4,cope-1
Y47D3A.26,356,32.fa,Y47D3A.26,Y47D3A.26,smc-3
K10H10.4,192,330.fa,K10H10.4,K10H10.4,K10H10.4
K07C5.7,197,331.fa,K07C5.7,K07C5.7,ttll-15
C27F2.8,1103,332.fa,C27F2.8,C27F2.8,tmem-131
Y25C1A.13,262,333.fa,Y25C1A.13,Y25C1A.13,Y25C1A.13
ZK550.6,306,334.fa,ZK550.6,ZK550.6,ZK550.6
C44F1.5,1060,335.fa,C44F1.5,C44F1.5,acy-3
T12D8.1,1197,336.fa,T12D8.1,T12D8.1,set-16
F41G3.3,380,337.fa,F41G3.3,F41G3.3,F41G3.3
F44G4.6,86,338.fa,F44G4.6,F44G4.6,F44G4.6
T20B3.2,142,339.fa,T20B3.2,T20B3.2,tni-3
Y73F8A.24,224,33.fa,Y73F8A.24,Y73F8A.24,gtf-2H4
F32A5.4,232,340.fa,F32A5.4,F32A5.4,F32A5.4
T05A6.1,169,341.fa,T05A6.1,T05A6.1,cki-1
T04F8.7,249,342.fa,T04F8.7,T04F8.7,T04F8.7
R144.2,702,343.fa,R144.2,R144.2,pcf-11
F53A9.5,203,344.fa,F53A9.5,F53A9.5,frpr-8
Y73B6BL.21,182,345.fa,Y73B6BL.21,Y73B6BL.21,sfrp-1
R01E6.4,459,346.fa,R01E6.4,R01E6.4,acr-12
F47D12.9,507,347.fa,F47D12.9,F47D12.9,F47D12.9
C09B8.3,268,348.fa,C09B8.3,C09B8.3,C09B8.3
F58G11.5,63,349.fa,F58G11.5,F58G11.5,tag-65
F53A3.3,130,34.fa,F53A3.3,F53A3.3,rps-22
T20H4.2,147,350.fa,T20H4.2,T20H4.2,ztf-31
Y17G7B.17,266,351.fa,Y17G7B.17,Y17G7B.17,Y17G7B.17
W07A8.3,204,352.fa,W07A8.3,W07A8.3,dnj-25
F57B9.7,196,353.fa,F57B9.7,F57B9.7,flap-1
F08B12.2,291,354.fa,F08B12.2,F08B12.2,prx-12
T27F2.4,157,355.fa,T27F2.4,T27F2.4,zip-10
K01B6.2,296,356.fa,K01B6.2,K01B6.2,srx-45
F55H2.5,265,357.fa,F55H2.5,F55H2.5,F55H2.5
F37A4.3,0,358.fa,F37A4.3,F37A4.3,F37A4.3
W02H5.8,397,359.fa,W02H5.8,W02H5.8,W02H5.8
D1014.2,327,35.fa,D1014.2,D1014.2,D1014.2
K02F3.12,481,360.fa,K02F3.12,K02F3.12,K02F3.12
F22A3.3,251,361.fa,F22A3.3,F22A3.3,glr-8
ZC504.4,906,362.fa,ZC504.4,ZC504.4,mig-15
Y79H2A.1,287,363.fa,Y79H2A.1,Y79H2A.1,brp-1
C30F2.2,54,364.fa,C30F2.2,C30F2.2,C30F2.2
E03G2.2,397,365.fa,E03G2.2,E03G2.2,mrp-3
F54C8.7,282,366.fa,F54C8.7,F54C8.7,F54C8.7
C25D7.15,111,367.fa,C25D7.15,C25D7.15,C25D7.15
F45B8.4,252,368.fa,F45B8.4,F45B8.4,pag-3
C16B8.1,552,369.fa,C16B8.1,C16B8.1,lin-18
R09E12.3,305,36.fa,R09E12.3,R09E12.3,sti-1
F58G6.8,57,370.fa,F58G6.8,F58G6.8,degl-2
Y71F9AL.14,179,371.fa,Y71F9AL.14,Y71F9AL.14,dnc-5
Y48D7A.2,170,372.fa,Y48D7A.2,Y48D7A.2,flp-18
Y105E8A.17,364,373.fa,Y105E8A.17,Y105E8A.17,ekl-4
Y34B4A.4,475,374.fa,Y34B4A.4,Y34B4A.4,Y34B4A.4
C34C12.4,88,375.fa,C34C12.4,C34C12.4,C34C12.4
C25E10.12,264,376.fa,C25E10.12,C25E10.12,C25E10.12
R01B10.1,122,377.fa,R01B10.1,R01B10.1,cpi-2
K04E7.3,406,378.fa,K04E7.3,K04E7.3,nas-33
F52E4.5,326,379.fa,F52E4.5,F52E4.5,F52E4.5
T20H4.4,201,37.fa,T20H4.4,T20H4.4,adr-2
F55H2.6,1212,380.fa,F55H2.6,F55H2.6,clu-1
T21C9.3,497,381.fa,T21C9.3,T21C9.3,del-6
B0250.2,164,382.fa,B0250.2,B0250.2,calf-1
C23H4.1,330,383.fa,C23H4.1,C23H4.1,cab-1
R02E4.2,103,384.fa,R02E4.2,R02E4.2,R02E4.2
T06H11.1,477,385.fa,T06H11.1,T06H11.1,unc-58
F23F1.9,276,386.fa,F23F1.9,F23F1.9,rpoa-49
C02F5.7,418,387.fa,C02F5.7,C02F5.7,fbxl-1
H22K11.1,387,388.fa,H22K11.1,H22K11.1,asp-3
F01F1.10,279,389.fa,F01F1.10,F01F1.10,eng-1
T24D8.1,457,38.fa,T24D8.1,T24D8.1,lgc-40
Y22D7AL.5,557,390.fa,Y22D7AL.5,Y22D7AL.5,hsp-60
F55A11.7,391,391.fa,F55A11.7,F55A11.7,F55A11.7
C30C11.2,467,392.fa,C30C11.2,C30C11.2,rpn-3
C55B7.5,390,393.fa,C55B7.5,C55B7.5,uri-1
K02G10.8,146,394.fa,K02G10.8,K02G10.8,dnj-14
F54C9.2,326,395.fa,F54C9.2,F54C9.2,stc-1
F23D12.8,37,396.fa,F23D12.8,F23D12.8,F23D12.8
C45G9.11,61,397.fa,C45G9.11,C45G9.11,C45G9.11
R12H7.4,188,398.fa,R12H7.4,R12H7.4,R12H7.4
T01B7.5,297,399.fa,T01B7.5,T01B7.5,T01B7.5
T13A10.5,179,39.fa,T13A10.5,T13A10.5,nlp-16
F20B6.4,171,3.fa,F20B6.4,F20B6.4,F20B6.4
F14B8.4,99,400.fa,F14B8.4,F14B8.4,F14B8.4
K08A8.2,221,401.fa,K08A8.2,K08A8.2,sox-2
K09E9.2,348,402.fa,K09E9.2,K09E9.2,ergi-3
T27C10.6,1175,403.fa,T27C10.6,T27C10.6,lrk-1
Y58A7A.6,255,404.fa,Y58A7A.6,Y58A7A.6,glb-32
Y48B6A.14,77,405.fa,Y48B6A.14,Y48B6A.14,hmg-1.1
T03F6.4,190,406.fa,T03F6.4,T03F6.4,T03F6.4
T20B3.1,248,407.fa,T20B3.1,T20B3.1,T20B3.1
F38B6.6,602,408.fa,F38B6.6,F38B6.6,F38B6.6
F13H6.5,375,409.fa,F13H6.5,F13H6.5,F13H6.5
W06F12.3,269,40.fa,W06F12.3,W06F12.3,W06F12.3
T21G5.1,415,410.fa,T21G5.1,T21G5.1,T21G5.1
C54A12.2,298,411.fa,C54A12.2,C54A12.2,frpr-4
C26F1.7,174,412.fa,C26F1.7,C26F1.7,hint-3
ZK328.7,1133,413.fa,ZK328.7,ZK328.7,ift-139
R02D3.1,503,414.fa,R02D3.1,R02D3.1,aass-1
F14D12.6,406,415.fa,F14D12.6,F14D12.6,octr-1
F23B2.6,166,416.fa,F23B2.6,F23B2.6,aly-2
R11H6.5,361,417.fa,R11H6.5,R11H6.5,R11H6.5
T02G5.3,233,418.fa,T02G5.3,T02G5.3,T02G5.3
F57B10.10,76,419.fa,F57B10.10,F57B10.10,dad-1
F28E10.2,181,41.fa,F28E10.2,F28E10.2,igeg-1
K08B12.2,412,420.fa,K08B12.2,K08B12.2,dmd-7
C16E9.1,461,421.fa,C16E9.1,C16E9.1,C16E9.1
F46H5.2,58,422.fa,F46H5.2,F46H5.2,F46H5.2
ZK370.7,157,423.fa,ZK370.7,ZK370.7,ugtp-1
K09E2.3,203,424.fa,K09E2.3,K09E2.3,K09E2.3
F09F9.4,386,425.fa,F09F9.4,F09F9.4,gogo-1
Y111B2A.10,4,426.fa,Y111B2A.10,Y111B2A.10,gldi-8
C01F6.4,222,427.fa,C01F6.4,C01F6.4,fem-3
T05A8.5,240,428.fa,T05A8.5,T05A8.5,wdr-31
F54C4.1,117,429.fa,F54C4.1,F54C4.1,mrpl-40
C50F4.2,478,42.fa,C50F4.2,C50F4.2,pfk-1.2
W04G3.8,412,430.fa,W04G3.8,W04G3.8,lpr-3
E01G6.2,202,431.fa,E01G6.2,E01G6.2,E01G6.2
C01G10.10,176,432.fa,C01G10.10,C01G10.10,C01G10.10
ZK836.3,77,433.fa,ZK836.3,ZK836.3,ZK836.3
Y50D4C.5,409,434.fa,Y50D4C.5,Y50D4C.5,Y50D4C.5
ZK54.2,1229,435.fa,ZK54.2,ZK54.2,tps-1
R10H10.2,505,436.fa,R10H10.2,R10H10.2,spe-26
C27B7.8,171,437.fa,C27B7.8,C27B7.8,rap-1
E04F6.4,471,438.fa,E04F6.4,E04F6.4,E04F6.4
F43D9.3,653,439.fa,F43D9.3,F43D9.3,sly-1
ZK809.3,131,43.fa,ZK809.3,ZK809.3,ndub-6
M79.1,620,440.fa,M79.1,M79.1,abl-1
C53C11.3,933,441.fa,C53C11.3,C53C11.3,ptr-5
F54D12.3,170,442.fa,F54D12.3,F54D12.3,aat-7
F57A8.1,113,443.fa,F57A8.1,F57A8.1,F57A8.1
R06F6.5,360,444.fa,R06F6.5,R06F6.5,npp-19
T21D12.4,254,445.fa,T21D12.4,T21D12.4,pat-6
F40F8.10,173,446.fa,F40F8.10,F40F8.10,rps-9
K08F11.5,625,447.fa,K08F11.5,K08F11.5,miro-1
T05A10.5,158,448.fa,T05A10.5,T05A10.5,vap-2
C54E4.4,86,449.fa,C54E4.4,C54E4.4,C54E4.4
D2063.4,159,44.fa,D2063.4,D2063.4,irld-1
R09A1.3,305,450.fa,R09A1.3,R09A1.3,R09A1.3
C02B10.4,169,451.fa,C02B10.4,C02B10.4,C02B10.4
Y41G9A.4,0,452.fa,Y41G9A.4,Y41G9A.4,gbb-1
T10B5.5,505,453.fa,T10B5.5,T10B5.5,cct-7
W05H9.1,355,454.fa,W05H9.1,W05H9.1,W05H9.1
C24A3.6,457,455.fa,C24A3.6,C24A3.6,twk-18
F38B6.5,143,456.fa,F38B6.5,F38B6.5,col-172
F47D12.6,49,457.fa,F47D12.6,F47D12.6,F47D12.6
C11H1.3,356,458.fa,C11H1.3,C11H1.3,mgrn-1
C38D4.5,452,459.fa,C38D4.5,C38D4.5,tag-325
E02H1.2,189,45.fa,E02H1.2,E02H1.2,eral-1
C48C5.3,295,460.fa,C48C5.3,C48C5.3,aexr-3
W03C9.5,42,461.fa,W03C9.5,W03C9.5,W03C9.5
K01A12.3,218,462.fa,K01A12.3,K01A12.3,K01A12.3
T18D3.7,204,463.fa,T18D3.7,T18D3.7,tsct-1
M03F8.5,0,464.fa,M03F8.5,M03F8.5,M03F8.5
ZK154.4,113,465.fa,ZK154.4,ZK154.4,ZK154.4
T22B7.3,282,466.fa,T22B7.3,T22B7.3,T22B7.3
F57C2.6,241,467.fa,F57C2.6,F57C2.6,spat-1
C05D10.2,127,468.fa,C05D10.2,C05D10.2,mapk-15
T28F3.4,477,469.fa,T28F3.4,T28F3.4,slc-17.4
T03D8.4,103,46.fa,T03D8.4,T03D8.4,grl-14
R13F6.9,137,470.fa,R13F6.9,R13F6.9,sma-3
R166.1,348,471.fa,R166.1,R166.1,mab-10
F41B4.4,658,472.fa,F41B4.4,F41B4.4,glr-6
F25D1.1,461,473.fa,F25D1.1,F25D1.1,ppm-1.A
F13D11.2,752,474.fa,F13D11.2,F13D11.2,hbl-1
M88.2,197,475.fa,M88.2,M88.2,mrps-34
T22E5.2,476,476.fa,T22E5.2,T22E5.2,glt-4
R02F2.9,159,477.fa,R02F2.9,R02F2.9,R02F2.9
Y55B1BR.4,437,478.fa,Y55B1BR.4,Y55B1BR.4,magu-1
M05B5.2,96,479.fa,M05B5.2,M05B5.2,let-522
Y48A6B.6,296,47.fa,Y48A6B.6,Y48A6B.6,kvs-4
R10E11.6,316,480.fa,R10E11.6,R10E11.6,R10E11.6
F11C1.4,207,481.fa,F11C1.4,F11C1.4,F11C1.4
M02D8.1,152,482.fa,M02D8.1,M02D8.1,zig-12
K09A9.2,194,483.fa,K09A9.2,K09A9.2,rab-14
F25H2.5,153,484.fa,F25H2.5,F25H2.5,ndk-1
ZK643.8,187,485.fa,ZK643.8,ZK643.8,grl-25
F46C8.5,167,486.fa,F46C8.5,F46C8.5,ceh-14
C05D10.4,348,487.fa,C05D10.4,C05D10.4,C05D10.4
T21D12.2,202,488.fa,T21D12.2,T21D12.2,dpy-9
F08G2.4,123,489.fa,F08G2.4,F08G2.4,F08G2.4
R02F2.2,548,48.fa,R02F2.2,R02F2.2,osg-1
F52E4.4,382,490.fa,F52E4.4,F52E4.4,twk-16
F32D1.4,82,491.fa,F32D1.4,F32D1.4,grl-13
T01C8.1,576,492.fa,T01C8.1,T01C8.1,aak-2
Y22D7AL.6,84,493.fa,Y22D7AL.6,Y22D7AL.6,Y22D7AL.6
T13H5.2,383,494.fa,T13H5.2,T13H5.2,ctg-2
F44B9.1,665,495.fa,F44B9.1,F44B9.1,dpf-6
R148.5,287,496.fa,R148.5,R148.5,R148.5
F54F2.9,386,497.fa,F54F2.9,F54F2.9,F54F2.9
Y48G10A.4,316,498.fa,Y48G10A.4,Y48G10A.4,ints-8
F27C1.2,245,499.fa,F27C1.2,F27C1.2,F27C1.2
F54G8.5,450,49.fa,F54G8.5,F54G8.5,ptr-9
C43E11.9,171,4.fa,C43E11.9,C43E11.9,C43E11.9
F56D1.6,27,500.fa,F56D1.6,F56D1.6,cex-1
ZK652.10,215,501.fa,ZK652.10,ZK652.10,tag-307
F09B9.5,173,502.fa,F09B9.5,F09B9.5,F09B9.5
ZC443.1,294,503.fa,ZC443.1,ZC443.1,ZC443.1
T10B10.6,189,504.fa,T10B10.6,T10B10.6,phat-6
Y53G8AR.7,247,505.fa,Y53G8AR.7,Y53G8AR.7,mfsd-8
C14A11.1,232,506.fa,C14A11.1,C14A11.1,tsp-6
Y39G10AR.2,493,507.fa,Y39G10AR.2,Y39G10AR.2,zwl-1
D2013.1,108,508.fa,D2013.1,D2013.1,rab-39
Y111B2A.8,47,509.fa,Y111B2A.8,Y111B2A.8,aakg-1
C52B9.1,396,50.fa,C52B9.1,C52B9.1,cka-2
W03A5.7,208,510.fa,W03A5.7,W03A5.7,dnj-24
Y105E8B.3,436,511.fa,Y105E8B.3,Y105E8B.3,riok-2
R01H10.6,238,512.fa,R01H10.6,R01H10.6,bbs-5
C35B1.5,131,513.fa,C35B1.5,C35B1.5,C35B1.5
R08D7.2,437,514.fa,R08D7.2,R08D7.2,rpap-2
T10C6.5,151,515.fa,T10C6.5,T10C6.5,cwc-15
C05D9.5,212,516.fa,C05D9.5,C05D9.5,ife-4
K09C8.1,695,517.fa,K09C8.1,K09C8.1,pbo-4
K12B6.4,201,518.fa,K12B6.4,K12B6.4,K12B6.4
C24H11.6,56,519.fa,C24H11.6,C24H11.6,immp-1
T14B4.2,132,51.fa,T14B4.2,T14B4.2,mrps-18.C
F52B5.5,226,520.fa,F52B5.5,F52B5.5,cep-1
Y82E9BR.3,116,521.fa,Y82E9BR.3,Y82E9BR.3,Y82E9BR.3
C15C6.4,129,522.fa,C15C6.4,C15C6.4,popl-4
F48E3.1,374,523.fa,F48E3.1,F48E3.1,gly-12
K07E3.1,765,524.fa,K07E3.1,K07E3.1,K07E3.1
C46F4.2,676,525.fa,C46F4.2,C46F4.2,acs-17
W02B8.5,119,526.fa,W02B8.5,W02B8.5,hot-3
ZK637.10,487,527.fa,ZK637.10,ZK637.10,trxr-2
B0403.6,219,528.fa,B0403.6,B0403.6,B0403.6
C44C8.6,188,529.fa,C44C8.6,C44C8.6,mak-2
T07A9.9,503,52.fa,T07A9.9,T07A9.9,nog-1
F34H10.5,96,530.fa,F34H10.5,F34H10.5,F34H10.5
C01G10.11,181,531.fa,C01G10.11,C01G10.11,unc-76
T03G11.8,180,532.fa,T03G11.8,T03G11.8,zig-6
T21F4.1,214,533.fa,T21F4.1,T21F4.1,argn-1
F11H8.1,316,534.fa,F11H8.1,F11H8.1,rfl-1
T15B7.16,173,535.fa,T15B7.16,T15B7.16,lgc-54
T09B9.4,449,536.fa,T09B9.4,T09B9.4,T09B9.4
ZC477.3,277,537.fa,ZC477.3,ZC477.3,ZC477.3
C33G3.3,328,538.fa,C33G3.3,C33G3.3,lgc-21
ZC412.1,258,539.fa,ZC412.1,ZC412.1,npr-13
Y62E10A.5,129,53.fa,Y62E10A.5,Y62E10A.5,agt-1
T24F1.1,156,540.fa,T24F1.1,T24F1.1,raga-1
BE0003N10.3,259,541.fa,BE0003N10.3,BE0003N10.3,fbxo-11.2
H30A04.1,714,542.fa,H30A04.1,H30A04.1,eat-20
F46G10.1,172,543.fa,F46G10.1,F46G10.1,F46G10.1
C26B9.3,232,544.fa,C26B9.3,C26B9.3,C26B9.3
W01H2.3,159,545.fa,W01H2.3,W01H2.3,rab-37
ZC513.4,754,546.fa,ZC513.4,ZC513.4,vars-1
F47A4.3,377,547.fa,F47A4.3,F47A4.3,rrc-1
C24H10.1,236,548.fa,C24H10.1,C24H10.1,clc-7
T23F11.4,124,549.fa,T23F11.4,T23F11.4,T23F11.4
C30H6.5,276,54.fa,C30H6.5,C30H6.5,C30H6.5
F56F10.4,877,550.fa,F56F10.4,F56F10.4,lgl-1
H12D21.9,211,551.fa,H12D21.9,H12D21.9,H12D21.9
M106.8,78,552.fa,M106.8,M106.8,M106.8
Y18D10A.19,100,553.fa,Y18D10A.19,Y18D10A.19,fkb-2
Y50D7A.4,747,554.fa,Y50D7A.4,Y50D7A.4,hpo-29
F43H9.1,205,555.fa,F43H9.1,F43H9.1,ech-3
C42D8.4,158,556.fa,C42D8.4,C42D8.4,ets-5
F56D1.5,326,557.fa,F56D1.5,F56D1.5,dhs-5
F46G10.6,189,558.fa,F46G10.6,F46G10.6,mxl-3
C32A9.1,260,559.fa,C32A9.1,C32A9.1,C32A9.1
C06E1.3,336,55.fa,C06E1.3,C06E1.3,doxa-1
T23F11.3,183,560.fa,T23F11.3,T23F11.3,cdka-1
T19H12.6,441,561.fa,T19H12.6,T19H12.6,T19H12.6
T06F4.1,150,562.fa,T06F4.1,T06F4.1,T06F4.1
C35B8.4,95,563.fa,C35B8.4,C35B8.4,crb-3
F36D1.1,178,564.fa,F36D1.1,F36D1.1,madf-2
F09G2.4,772,565.fa,F09G2.4,F09G2.4,cpsf-2
F01E11.1,471,566.fa,F01E11.1,F01E11.1,ugt-57
F28C6.5,146,567.fa,F28C6.5,F28C6.5,F28C6.5
F15G9.1,174,568.fa,F15G9.1,F15G9.1,F15G9.1
C06A12.3,103,569.fa,C06A12.3,C06A12.3,C06A12.3
C41G11.4,487,56.fa,C41G11.4,C41G11.4,gnrr-4
R05G6.7,275,570.fa,R05G6.7,R05G6.7,vdac-1
F10E7.8,851,571.fa,F10E7.8,F10E7.8,farl-11
B0412.3,472,572.fa,B0412.3,B0412.3,trpp-11
B0403.2,625,573.fa,B0403.2,B0403.2,ubc-17
F08F1.5,375,574.fa,F08F1.5,F08F1.5,ced-8
C23G10.7,357,575.fa,C23G10.7,C23G10.7,C23G10.7
F19C6.2,315,576.fa,F19C6.2,F19C6.2,F19C6.2
F56D12.1,561,577.fa,F56D12.1,F56D12.1,alh-6
Y53G8AR.3,162,578.fa,Y53G8AR.3,Y53G8AR.3,ral-1
Y32H12A.4,182,579.fa,Y32H12A.4,Y32H12A.4,szy-2
C55B6.2,433,57.fa,C55B6.2,C55B6.2,dnj-7
ZK20.1,345,580.fa,ZK20.1,ZK20.1,ghi-1
CD4.2,182,581.fa,CD4.2,CD4.2,crn-2
C42D8.3,714,582.fa,C42D8.3,C42D8.3,pnk-4
F10F2.9,105,583.fa,F10F2.9,F10F2.9,pqn-29
Y56A3A.16,162,584.fa,Y56A3A.16,Y56A3A.16,Y56A3A.16
C54D1.1,727,585.fa,C54D1.1,C54D1.1,pgp-10
F35F11.2,68,586.fa,F35F11.2,F35F11.2,F35F11.2
W04G3.2,537,588.fa,W04G3.2,W04G3.2,lpr-5
C06E1.1,159,589.fa,C06E1.1,C06E1.1,C06E1.1
F59C12.3,434,58.fa,F59C12.3,F59C12.3,F59C12.3
K05B2.3,529,590.fa,K05B2.3,K05B2.3,ifa-4
K08A8.3,508,591.fa,K08A8.3,K08A8.3,coh-1
C26B2.7,100,592.fa,C26B2.7,C26B2.7,C26B2.7
C42D8.9,165,593.fa,C42D8.9,C42D8.9,C42D8.9
F57C7.4,1285,594.fa,F57C7.4,F57C7.4,F57C7.4
ZK856.13,674,595.fa,ZK856.13,ZK856.13,tftc-3
F57A8.6,143,596.fa,F57A8.6,F57A8.6,F57A8.6
T16H12.5,402,597.fa,T16H12.5,T16H12.5,spop-1
Y37D8A.22,233,598.fa,Y37D8A.22,Y37D8A.22,epg-3
T28B4.4,151,599.fa,T28B4.4,T28B4.4,hic-1
C18B12.3,255,59.fa,C18B12.3,C18B12.3,dsc-1
T04F8.3,97,5.fa,T04F8.3,T04F8.3,T04F8.3
Y113G7A.11,133,600.fa,Y113G7A.11,Y113G7A.11,ssu-1
F36A2.13,2661,601.fa,F36A2.13,F36A2.13,ubr-5
F35B12.4,197,602.fa,F35B12.4,F35B12.4,piit-1
C23G10.3,246,603.fa,C23G10.3,C23G10.3,rps-3
