file,brenneri,briggsae,doughertyi,elegans,inopinata,latens,nigoni,remanei,sinica,sp26,sp40,tropicalis,wallacei,kamaaina
2098.fa,0,0,0,4,3,0,0,0,15,0,0,2,0,2
2572.fa,2,0,4,0,3,0,0,0,2,1,6,1,0,7
779.fa,2,2,0,1,3,0,4,0,0,0,4,4,0,6
101.fa,4,1,3,3,3,0,0,1,0,0,4,0,2,6
1355.fa,1,0,0,1,3,0,0,0,0,0,2,0,2,18
1617.fa,7,1,1,4,3,0,0,1,1,0,2,5,0,2
1710.fa,1,0,1,1,3,0,18,0,0,0,0,1,0,2
1813.fa,0,0,0,4,3,0,0,0,2,2,2,5,1,8
2089.fa,1,0,1,4,3,1,0,0,4,2,0,0,2,9
699.fa,1,0,0,2,3,0,0,1,1,2,1,12,1,3
1579.fa,0,0,0,5,3,0,0,1,8,1,3,0,0,7
1680.fa,1,1,1,5,3,1,0,0,0,1,1,0,7,7
2462.fa,2,0,3,2,3,2,0,0,0,2,1,6,6,1
1166.fa,1,0,1,2,3,0,0,0,3,3,1,0,1,14
1169.fa,1,5,2,4,3,0,0,0,1,0,0,4,1,8
590.fa,2,0,2,9,3,0,0,0,1,0,1,0,1,10
428.fa,3,0,0,2,3,1,1,0,0,1,1,5,1,12
471.fa,0,2,1,6,3,3,0,0,3,2,0,1,1,8
804.fa,5,1,1,2,3,0,5,0,0,0,8,0,0,5
1193.fa,1,1,2,4,3,0,2,0,0,1,1,11,4,1
1299.fa,19,1,0,3,3,0,0,0,0,1,0,0,1,3
642.fa,0,0,1,8,3,0,0,0,0,5,0,9,0,5
1916.fa,0,0,5,0,3,0,0,0,0,0,1,4,2,17
1032.fa,3,2,5,3,3,1,2,0,0,1,4,2,1,6
1953.fa,8,1,4,3,3,0,0,1,1,4,0,0,1,7
352.fa,2,0,1,3,3,0,0,0,0,1,1,0,0,22
1069.fa,0,0,3,4,3,0,0,0,0,0,5,3,0,16
1951.fa,0,0,0,2,3,0,0,1,0,25,1,1,0,1
1342.fa,2,1,1,1,3,1,3,1,8,2,1,5,1,5
2211.fa,0,0,1,6,3,0,0,1,2,15,1,0,0,6
331.fa,1,1,2,0,3,0,1,0,1,2,1,17,0,6
690.fa,3,1,1,6,3,0,2,1,0,1,1,0,1,15
71.fa,3,0,0,10,3,0,0,0,1,5,3,0,2,8
1252.fa,2,0,0,2,3,0,1,0,1,0,0,25,0,2
2591.fa,2,1,0,3,3,0,0,0,1,0,3,1,0,23
2230.fa,2,2,4,7,3,1,0,1,2,1,4,2,3,6
899.fa,2,0,0,0,3,1,0,0,0,1,0,0,1,30
1833.fa,6,0,2,2,3,0,0,0,7,3,5,2,1,8
2205.fa,9,0,4,4,3,0,1,0,2,0,1,6,2,7
2506.fa,2,0,2,5,3,1,0,0,2,0,8,2,2,12
345.fa,1,0,1,0,3,0,0,0,1,0,0,31,1,1
78.fa,6,0,3,2,3,1,0,0,1,2,5,4,9,5
321.fa,7,0,7,1,3,2,0,0,0,0,6,7,0,9
498.fa,5,0,5,3,3,0,0,0,4,0,1,11,0,11
647.fa,8,0,1,2,3,0,0,0,1,0,0,10,0,18
1175.fa,12,2,12,1,3,0,0,0,0,0,1,0,0,13
1212.fa,8,0,2,5,3,0,1,0,3,0,0,0,1,21
1964.fa,2,0,4,9,3,0,0,1,4,2,1,1,7,10
276.fa,1,0,0,0,3,0,0,0,37,0,2,0,0,1
1128.fa,1,0,0,1,3,1,0,0,0,0,3,27,4,6
2689.fa,7,0,8,4,3,0,0,0,2,1,5,1,0,16
52.fa,0,1,1,7,3,2,0,1,21,1,2,0,0,8
591.fa,13,1,3,0,3,0,0,0,6,1,2,6,0,14
1959.fa,2,0,1,8,3,0,0,1,14,0,3,1,0,17
329.fa,4,1,1,3,3,34,1,0,0,0,0,0,1,2
154.fa,1,0,0,10,3,0,0,0,22,1,0,0,0,14
2091.fa,7,0,5,4,3,0,1,1,5,2,1,2,5,15
1711.fa,18,1,6,2,3,0,3,0,3,1,1,3,7,7
1386.fa,4,0,7,13,3,0,0,0,12,3,2,2,1,11
1632.fa,4,0,2,4,3,0,0,0,3,1,1,8,6,26
2661.fa,2,0,5,8,3,1,0,0,5,0,1,3,0,32
65.fa,9,0,2,5,3,3,0,0,4,3,1,24,0,6
1022.fa,22,0,10,3,3,0,0,0,6,0,1,7,6,5
1210.fa,25,0,11,1,3,0,0,0,3,0,2,10,7,2
1395.fa,0,1,0,5,3,0,0,0,15,39,0,0,0,2
1903.fa,3,0,6,8,3,11,2,0,5,5,11,1,2,8
1921.fa,8,0,17,3,3,1,1,0,2,3,1,13,12,2
1739.fa,12,1,3,3,3,1,0,1,9,1,7,2,3,25
835.fa,29,1,2,6,3,0,0,1,19,1,2,1,2,19
370.fa,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1737.fa,0,0,0,0,2,0,0,0,1,0,0,0,0,0
1772.fa,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2000.fa,0,0,0,0,2,0,0,0,0,0,0,0,1,0
2034.fa,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2109.fa,0,0,0,1,2,0,0,0,0,0,0,0,0,0
614.fa,0,0,0,0,2,0,0,0,0,0,1,0,0,0
1330.fa,0,1,0,0,2,0,0,0,0,0,0,0,0,1
2059.fa,0,0,0,0,2,0,0,0,0,0,0,0,0,2
2402.fa,0,0,1,0,2,0,0,0,0,0,0,0,0,1
251.fa,1,0,1,0,2,0,0,0,0,0,0,0,0,0
1987.fa,1,0,0,2,2,0,0,0,0,0,0,0,0,0
2119.fa,0,0,1,0,2,1,0,0,0,0,0,0,0,1
2416.fa,0,0,1,0,2,0,0,0,0,0,0,0,0,2
2421.fa,0,0,0,1,2,0,0,0,0,2,0,0,0,0
2537.fa,0,0,0,0,2,0,0,0,0,0,1,0,0,2
2594.fa,1,0,0,0,2,0,0,1,1,0,0,0,0,0
623.fa,0,0,0,2,2,0,0,0,1,0,0,0,0,0
719.fa,0,0,0,0,2,0,0,0,0,0,0,2,0,1
1028.fa,0,0,1,0,2,1,0,0,0,1,0,0,0,1
1399.fa,0,0,0,1,2,0,0,0,0,0,0,1,1,1
1940.fa,1,0,1,1,2,0,1,0,0,0,0,0,0,0
2385.fa,0,0,0,1,2,1,0,1,0,0,0,0,0,1
2408.fa,1,0,2,1,2,0,0,0,0,0,0,0,0,0
600.fa,1,0,0,1,2,0,0,0,1,0,0,0,0,1
624.fa,0,0,0,1,2,0,1,0,0,0,1,0,0,1
1059.fa,0,0,1,2,2,0,0,0,0,1,1,0,0,0
1063.fa,0,0,0,0,2,1,0,0,0,0,0,1,1,2
191.fa,0,0,0,2,2,0,0,0,0,0,0,0,0,3
1930.fa,0,0,0,0,2,0,0,0,1,1,1,0,0,2
200.fa,1,0,0,1,2,0,0,0,0,0,0,0,0,3
2052.fa,0,0,0,2,2,0,0,0,0,0,1,1,0,1
2567.fa,1,0,0,1,2,0,0,0,0,1,0,0,0,2
545.fa,0,0,0,0,2,0,1,0,0,0,0,0,0,4
1148.fa,4,0,0,0,2,0,0,0,0,0,0,0,0,2
1477.fa,0,1,0,2,2,0,0,0,0,0,1,1,0,1
1692.fa,1,0,1,0,2,0,0,0,0,0,0,0,1,3
1782.fa,0,0,0,5,2,0,0,0,0,0,0,0,0,1
1989.fa,0,0,1,0,2,0,1,0,1,1,0,0,0,2
2033.fa,0,0,1,2,2,0,0,0,0,0,0,0,0,3
2659.fa,0,0,0,2,2,0,1,0,2,0,0,0,0,1
457.fa,3,0,0,1,2,0,0,0,0,1,0,0,0,1
515.fa,2,1,0,0,2,0,0,0,0,1,0,0,1,1
721.fa,0,0,0,1,2,0,0,0,0,1,0,1,0,3
793.fa,0,0,0,4,2,0,0,0,0,0,0,1,0,1
1367.fa,2,0,0,0,2,0,1,0,0,0,0,1,0,3
1584.fa,0,0,0,0,2,0,0,0,3,0,1,1,0,2
1590.fa,0,0,0,3,2,1,0,0,0,0,0,1,0,2
2493.fa,1,0,0,0,2,0,3,0,0,1,0,0,0,2
569.fa,1,0,1,0,2,0,0,0,1,1,1,2,0,0
676.fa,1,0,0,1,2,0,0,0,0,0,0,3,0,2
874.fa,0,1,2,0,2,0,0,0,0,0,0,1,2,1
887.fa,0,0,1,4,2,0,0,0,0,0,1,0,0,1
941.fa,0,0,0,3,2,0,0,0,0,0,0,1,0,3
1115.fa,1,0,1,1,2,0,0,0,1,1,0,1,0,2
134.fa,1,0,0,2,2,0,0,0,3,0,0,1,0,1
2194.fa,1,0,0,1,2,0,0,0,0,0,0,0,0,6
2363.fa,2,1,0,0,2,1,0,1,0,0,0,1,0,2
2365.fa,3,0,1,0,2,0,0,0,0,0,0,0,0,4
293.fa,0,0,0,3,2,0,0,0,1,1,1,1,0,1
548.fa,2,0,0,0,2,0,0,0,1,0,0,2,1,2
989.fa,1,0,1,3,2,0,0,1,0,0,0,0,2,0
1518.fa,1,0,0,3,2,0,0,0,0,0,1,0,0,4
1537.fa,1,0,0,4,2,0,0,1,0,0,0,2,0,1
1564.fa,0,0,0,1,2,0,0,0,0,0,4,0,0,4
1929.fa,0,0,0,2,2,0,4,0,0,0,0,2,0,1
1999.fa,2,0,2,1,2,0,0,0,0,0,0,3,0,1
2018.fa,2,0,1,0,2,0,0,1,0,0,1,4,0,0
2102.fa,0,0,2,0,2,0,0,0,1,0,0,0,0,6
2325.fa,2,0,0,0,2,0,1,2,0,0,0,1,1,2
267.fa,0,1,1,2,2,1,0,0,0,2,0,0,0,2
2731.fa,1,0,1,1,2,0,0,0,1,0,1,0,0,4
433.fa,0,1,1,1,2,0,0,0,0,0,2,0,0,4
749.fa,0,0,3,2,2,0,3,0,0,0,0,0,1,0
910.fa,0,0,0,0,2,0,0,0,2,2,2,0,0,3
1085.fa,0,4,0,4,2,0,0,0,1,0,0,0,1,0
1086.fa,3,1,1,0,2,0,1,0,0,0,0,0,2,2
1216.fa,0,0,1,5,2,0,1,0,0,0,0,2,0,1
1871.fa,2,1,5,1,2,0,0,0,1,0,0,0,0,0
2029.fa,0,0,0,0,2,0,0,0,1,1,2,0,1,5
2274.fa,0,0,3,1,2,0,0,0,2,0,0,2,1,1
2284.fa,0,2,0,2,2,0,0,0,0,0,1,2,2,1
2696.fa,1,0,1,1,2,2,1,1,0,0,0,1,0,2
2762.fa,0,0,1,0,2,0,0,0,0,0,0,0,0,9
305.fa,0,0,1,0,2,0,0,0,4,0,0,0,2,3
520.fa,3,0,1,1,2,0,0,0,0,0,0,2,0,3
659.fa,1,0,0,3,2,0,0,0,0,0,2,0,0,4
929.fa,0,1,1,0,2,0,0,0,0,0,0,5,0,3
1317.fa,0,0,0,0,2,0,0,0,1,0,1,3,0,6
1486.fa,0,1,2,1,2,0,0,0,0,0,1,3,0,3
1907.fa,1,0,1,2,2,3,0,0,0,1,0,1,0,2
2105.fa,4,0,1,3,2,0,0,0,1,0,1,0,0,1
2142.fa,1,1,0,0,2,5,0,0,4,0,0,0,0,0
2368.fa,0,1,0,3,2,0,0,0,0,2,0,0,0,5
2392.fa,1,0,1,1,2,5,0,0,2,0,1,0,0,0
2398.fa,1,0,4,0,2,0,0,0,1,0,1,1,1,2
2737.fa,0,0,3,4,2,0,0,0,2,0,0,1,0,1
449.fa,0,1,2,1,2,0,0,0,0,0,0,0,0,7
72.fa,3,0,3,0,2,0,0,1,1,0,0,1,1,1
852.fa,2,0,2,3,2,1,0,0,1,0,0,0,0,2
944.fa,0,2,1,5,2,0,0,0,0,0,0,0,0,3
1071.fa,1,0,3,0,2,0,0,0,0,0,1,1,0,6
1096.fa,2,0,1,2,2,0,0,0,0,0,0,7,0,0
1132.fa,0,0,0,1,2,0,1,0,2,0,2,0,3,3
1339.fa,0,0,0,3,2,1,0,0,0,0,0,1,6,1
175.fa,2,0,1,1,2,0,0,0,1,2,0,0,0,5
1752.fa,1,0,1,1,2,1,0,1,1,0,2,1,0,3
1995.fa,1,0,1,1,2,0,0,0,0,0,1,1,1,6
2323.fa,1,0,0,5,2,0,6,0,0,0,0,0,0,0
2337.fa,2,0,2,2,2,0,0,0,0,1,5,0,0,0
2500.fa,5,0,0,3,2,1,0,0,0,0,0,0,0,3
2592.fa,3,1,0,0,2,0,0,0,0,0,0,1,0,7
465.fa,0,0,3,2,2,0,0,0,0,2,2,1,0,2
560.fa,1,1,1,3,2,0,0,0,0,0,0,3,0,3
931.fa,0,0,0,4,2,0,0,0,1,0,7,0,0,0
130.fa,0,1,0,1,2,0,0,0,0,0,1,9,0,1
1847.fa,2,1,0,0,2,0,0,0,5,1,3,0,0,1
1901.fa,2,0,1,3,2,0,0,2,1,0,0,0,0,4
243.fa,1,0,1,0,2,1,1,2,2,0,0,0,0,5
2609.fa,0,0,0,7,2,2,0,0,0,1,1,2,0,0
339.fa,2,0,1,1,2,0,3,1,0,0,0,0,0,5
429.fa,0,1,1,5,2,0,0,0,1,1,1,1,0,2
606.fa,2,1,1,1,2,0,0,1,1,1,1,0,0,4
823.fa,2,0,1,0,2,0,1,0,1,1,1,4,0,2
1275.fa,2,0,0,1,2,0,0,0,2,1,1,5,0,2
15.fa,0,0,0,5,2,0,0,0,2,0,0,6,0,1
2787.fa,1,1,1,1,2,0,0,0,0,0,0,3,0,7
599.fa,4,1,0,3,2,0,0,0,4,0,0,0,1,1
158.fa,2,0,0,3,2,0,0,2,1,1,0,0,0,6
2206.fa,0,0,5,1,2,2,0,1,0,1,1,1,0,3
318.fa,0,0,7,1,2,0,0,0,1,0,1,2,0,3
848.fa,0,1,0,0,2,0,0,1,1,0,1,2,2,7
994.fa,2,0,0,1,2,0,0,0,2,0,0,1,8,1
119.fa,6,0,1,0,2,0,0,0,1,0,0,4,2,2
1754.fa,4,0,1,0,2,0,0,1,6,0,2,2,0,0
2612.fa,5,0,0,0,2,0,0,0,0,1,0,2,2,6
2654.fa,3,0,2,4,2,0,1,0,0,2,1,0,0,3
526.fa,0,0,0,5,2,0,0,1,0,4,1,0,0,5
822.fa,1,0,0,5,2,2,0,0,1,0,0,0,1,6
968.fa,1,1,0,1,2,0,0,0,0,0,3,5,0,5
104.fa,3,0,4,2,2,0,0,0,0,1,2,0,0,5
1184.fa,2,2,0,4,2,0,0,1,3,0,2,0,0,3
1581.fa,3,0,0,0,2,0,1,0,6,0,0,3,0,4
2076.fa,1,0,1,1,2,1,0,0,2,0,4,0,0,7
2176.fa,2,0,0,0,2,1,0,0,0,1,0,0,0,13
341.fa,6,0,0,0,2,0,0,0,0,0,2,1,1,7
564.fa,6,0,1,3,2,0,1,1,1,0,0,2,0,2
583.fa,1,1,1,1,2,0,1,0,0,1,2,1,1,7
611.fa,0,2,0,7,2,1,0,0,1,0,0,0,1,5
1170.fa,3,0,3,2,2,2,0,0,1,0,1,1,0,5
1218.fa,6,0,1,0,2,0,0,1,0,0,3,2,0,5
1616.fa,1,0,1,9,2,1,0,1,0,0,0,0,0,5
1635.fa,3,0,2,1,2,0,2,0,0,0,6,1,1,2
2041.fa,1,0,2,1,2,0,0,0,1,1,0,3,0,9
2079.fa,2,0,1,2,2,0,1,0,0,0,0,6,0,6
2742.fa,6,0,0,4,2,0,0,0,1,0,0,0,0,7
1100.fa,1,0,2,4,2,0,0,0,1,0,1,0,1,9
1415.fa,0,0,5,6,2,0,0,0,1,1,0,0,2,4
195.fa,14,0,0,2,2,0,0,0,0,0,0,0,1,2
2005.fa,0,0,0,4,2,3,1,0,0,0,0,0,0,11
2100.fa,3,0,0,8,2,0,0,0,0,0,3,0,0,5
2271.fa,1,0,1,2,2,1,1,1,2,0,2,2,1,5
30.fa,1,0,4,5,2,0,1,0,1,0,0,1,2,4
733.fa,1,0,1,2,2,0,0,0,1,0,0,8,2,4
1283.fa,2,1,0,3,2,0,0,0,1,0,6,0,1,6
1291.fa,0,0,0,12,2,0,0,0,1,0,1,2,0,4
1346.fa,3,1,3,4,2,0,0,1,0,0,0,2,1,5
1768.fa,2,1,0,3,2,0,0,0,1,0,2,1,6,4
2121.fa,1,0,6,3,2,0,0,0,1,3,0,0,2,4
670.fa,1,0,1,2,2,0,0,0,3,1,0,3,2,7
1453.fa,1,1,0,3,2,0,0,0,0,2,5,1,1,7
1803.fa,1,0,13,1,2,0,0,0,0,1,3,0,0,2
1859.fa,2,0,0,3,2,0,0,2,0,2,0,3,1,8
2484.fa,15,0,0,1,2,1,0,0,0,1,2,0,0,1
652.fa,0,0,0,1,2,0,0,0,1,0,1,0,0,18
759.fa,0,0,0,0,2,0,0,0,0,2,0,0,17,2
77.fa,2,0,1,3,2,0,1,0,0,0,1,10,2,1
1840.fa,0,2,0,3,2,0,1,0,1,3,3,0,6,3
755.fa,4,0,6,3,2,0,0,0,0,0,1,0,2,6
1468.fa,0,0,1,7,2,0,1,0,2,2,1,0,1,8
2532.fa,15,0,2,2,2,0,0,0,0,0,3,0,0,1
674.fa,7,0,0,3,2,0,0,0,5,4,0,0,2,2
1427.fa,0,0,1,0,2,1,0,0,3,3,1,0,1,14
2032.fa,1,0,0,7,2,1,0,0,1,0,0,8,1,5
2538.fa,3,1,1,3,2,2,0,0,0,1,1,0,2,10
2652.fa,1,0,2,5,2,0,0,0,1,2,0,2,0,11
720.fa,2,1,3,6,2,1,1,0,4,0,2,2,0,2
919.fa,9,0,2,2,2,1,0,1,1,1,0,2,0,5
2167.fa,1,0,0,3,2,0,0,0,20,0,0,0,0,1
2562.fa,0,0,0,1,2,0,0,0,1,0,1,0,0,22
951.fa,3,1,1,2,2,1,0,1,8,1,4,1,0,2
1206.fa,0,1,0,2,2,0,0,0,0,0,1,2,1,19
1287.fa,0,0,0,1,2,0,0,0,0,1,1,2,6,15
1475.fa,20,1,1,1,2,0,0,0,0,1,1,0,1,0
2375.fa,2,1,2,8,2,2,1,1,2,0,1,1,4,1
45.fa,1,1,0,2,2,8,0,1,2,2,2,0,1,6
53.fa,0,0,1,0,2,0,0,0,1,1,0,2,0,21
1543.fa,1,0,2,4,2,0,0,0,0,0,2,4,9,5
1624.fa,0,0,0,12,2,0,7,0,0,0,1,1,0,6
32.fa,0,0,4,3,2,0,1,0,2,0,1,0,3,13
1090.fa,2,0,5,5,2,0,0,0,0,0,1,1,3,11
13.fa,2,0,0,3,2,1,1,0,3,1,0,1,5,11
1758.fa,2,1,1,12,2,2,0,1,0,0,0,3,4,2
2009.fa,1,1,3,2,2,0,0,0,0,0,1,12,1,7
2400.fa,1,0,1,1,2,0,1,1,4,0,0,7,0,12
2489.fa,2,0,0,0,2,8,0,14,0,0,0,2,0,2
2590.fa,2,2,1,0,2,0,0,0,3,4,0,4,3,9
711.fa,5,0,7,0,2,0,0,0,10,0,4,0,0,2
815.fa,7,1,0,0,2,0,0,1,1,0,2,0,1,15
2045.fa,6,0,3,5,2,0,1,0,0,0,0,2,3,9
418.fa,9,0,2,0,2,0,2,0,2,1,2,5,2,4
575.fa,2,1,1,5,2,0,1,1,2,2,1,2,2,9
778.fa,0,0,0,0,2,1,0,0,25,0,0,0,1,2
952.fa,6,0,3,13,2,0,0,0,1,3,1,0,0,2
1554.fa,0,0,3,0,2,0,0,0,16,0,0,1,2,8
2460.fa,7,0,2,2,2,9,0,1,2,1,1,0,0,5
2573.fa,2,0,2,1,2,0,0,8,0,4,3,3,2,5
830.fa,2,0,2,0,2,0,0,7,8,0,3,2,2,4
840.fa,3,0,1,2,2,0,1,0,3,6,1,0,4,9
1533.fa,0,0,1,1,2,0,0,0,13,3,0,10,0,3
2202.fa,9,0,10,0,2,0,0,0,0,0,0,0,2,10
2220.fa,2,0,14,1,2,0,0,0,6,3,3,0,1,1
236.fa,0,0,1,0,2,0,0,0,0,0,0,0,0,30
1610.fa,3,0,1,9,2,2,0,0,2,2,3,2,1,7
1690.fa,2,1,0,1,2,0,1,0,0,0,0,23,0,4
889.fa,2,0,0,4,2,20,0,1,0,2,0,0,0,3
1384.fa,9,1,2,1,2,12,0,0,0,2,0,1,0,5
1570.fa,0,0,1,1,2,0,0,22,2,0,3,2,1,2
2288.fa,3,0,1,2,2,0,0,0,1,0,1,2,3,21
764.fa,0,0,0,5,2,0,1,0,1,1,0,4,6,16
1514.fa,1,0,0,2,2,0,0,1,0,0,1,25,1,4
559.fa,10,0,0,3,2,0,1,0,1,0,0,1,0,19
946.fa,1,1,0,1,2,0,0,0,2,2,0,27,0,1
376.fa,0,0,1,3,2,0,0,0,0,0,0,0,0,32
1887.fa,1,0,2,1,2,0,0,0,0,0,18,4,0,11
1202.fa,17,1,6,5,2,0,1,0,0,3,1,2,0,2
2461.fa,2,2,2,1,2,0,1,0,0,0,0,2,10,18
417.fa,8,0,9,1,2,0,0,1,3,1,4,3,4,4
2479.fa,5,0,0,12,2,1,0,0,3,0,0,0,1,18
199.fa,2,0,3,1,2,0,0,1,1,2,2,18,2,9
231.fa,35,0,0,1,2,0,0,0,2,0,0,0,0,3
2373.fa,14,1,11,2,2,0,0,0,1,0,0,3,0,10
1201.fa,2,3,7,3,2,0,0,0,1,0,1,1,12,13
1759.fa,11,1,1,6,2,1,1,0,0,0,2,10,5,6
735.fa,2,1,7,4,2,0,0,1,0,1,1,1,0,26
2006.fa,4,0,12,0,2,0,0,1,1,0,1,3,19,5
704.fa,3,0,1,0,2,21,0,0,19,1,1,0,0,1
2412.fa,0,0,1,4,2,0,1,0,1,0,1,38,0,2
2267.fa,9,0,4,5,2,1,0,7,6,3,0,3,0,12
1255.fa,29,0,1,8,2,0,1,0,10,0,0,1,0,2
1435.fa,0,8,0,0,2,32,0,0,1,0,0,3,0,8
2647.fa,10,2,2,5,2,2,1,1,3,5,1,2,2,16
35.fa,2,0,5,14,2,0,0,0,24,0,2,1,0,6
2115.fa,7,0,13,2,2,0,0,1,29,0,1,3,5,3
536.fa,6,0,2,4,2,0,0,0,1,2,0,35,6,9
2719.fa,26,0,6,3,2,0,33,0,1,2,1,2,0,4
290.fa,7,1,10,10,2,1,1,0,2,6,10,30,9,9
2700.fa,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1102.fa,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1993.fa,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2633.fa,1,0,0,0,1,0,0,0,0,0,0,0,0,0
521.fa,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1443.fa,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1642.fa,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2035.fa,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2141.fa,0,0,0,0,1,0,0,0,0,0,0,2,0,0
239.fa,0,0,0,0,1,0,1,0,0,0,0,0,0,1
271.fa,0,0,0,0,1,0,0,1,0,0,0,0,0,1
419.fa,0,1,0,0,1,0,0,0,0,0,0,0,0,1
667.fa,0,1,0,0,1,0,0,0,0,0,0,1,0,0
930.fa,0,0,0,0,1,0,0,0,0,1,0,0,0,1
980.fa,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1127.fa,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1195.fa,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1805.fa,0,0,0,0,1,0,0,0,0,0,0,0,2,1
189.fa,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2534.fa,0,0,0,1,1,0,0,0,2,0,0,0,0,0
773.fa,0,0,0,1,1,0,0,0,0,0,0,2,0,0
1151.fa,0,0,0,0,1,0,0,0,2,0,0,0,0,2
1323.fa,0,0,0,4,1,0,0,0,0,0,0,0,0,0
1465.fa,1,0,0,1,1,0,0,0,0,0,0,0,0,2
1615.fa,0,0,0,2,1,0,0,0,0,0,0,0,0,2
1713.fa,0,0,0,0,1,0,0,0,1,0,0,0,0,3
2120.fa,0,0,0,1,1,0,1,0,0,0,0,0,2,0
2615.fa,1,1,0,0,1,0,0,0,0,0,1,0,0,1
422.fa,1,0,0,0,1,0,0,0,0,0,0,0,0,3
484.fa,0,0,2,2,1,0,0,0,0,0,0,0,0,0
592.fa,1,0,0,1,1,1,0,0,0,0,0,0,0,1
607.fa,0,0,1,0,1,0,1,0,0,0,1,0,0,1
111.fa,0,0,0,3,1,0,0,0,0,0,1,0,0,1
1425.fa,1,0,0,1,1,0,0,0,0,0,0,1,0,2
1502.fa,0,0,2,0,1,0,0,0,0,0,0,0,1,2
1556.fa,1,1,1,1,1,0,0,1,0,0,0,0,0,0
1839.fa,0,0,1,0,1,0,0,0,0,0,0,1,0,3
2075.fa,1,0,0,3,1,0,0,0,0,0,0,0,1,0
2314.fa,1,0,1,0,1,0,0,1,1,0,0,0,0,1
2782.fa,0,0,0,0,1,0,1,0,0,0,1,3,0,0
1070.fa,0,0,0,2,1,0,0,0,0,0,1,0,1,2
1394.fa,0,0,6,0,1,0,0,0,0,0,0,0,0,0
1430.fa,0,0,1,0,1,1,0,0,0,0,0,0,1,3
1466.fa,1,0,0,1,1,0,0,0,0,0,0,0,0,4
1474.fa,2,0,0,2,1,1,0,0,0,0,0,1,0,0
1491.fa,2,0,0,2,1,0,0,0,1,0,0,0,1,0
1559.fa,0,0,1,1,1,0,2,1,0,0,0,0,1,0
1979.fa,0,0,1,0,1,0,0,0,2,2,0,1,0,0
2162.fa,0,0,0,1,1,1,0,0,0,1,0,0,1,2
2165.fa,1,0,0,0,1,0,0,0,0,0,1,2,0,2
2301.fa,1,1,0,2,1,1,0,0,0,0,1,0,0,0
2785.fa,5,0,1,0,1,0,0,0,0,0,0,0,0,0
483.fa,0,0,0,1,1,0,0,0,1,0,0,1,1,2
563.fa,1,0,0,0,1,0,1,0,0,1,0,1,0,2
596.fa,3,0,0,0,1,0,0,0,1,0,0,0,1,1
888.fa,0,0,0,0,1,0,0,0,1,0,0,1,0,4
1301.fa,1,1,1,0,1,0,0,0,0,0,0,0,0,4
1314.fa,0,0,2,0,1,0,0,0,0,0,1,3,0,1
1548.fa,0,0,1,0,1,0,0,0,0,0,1,2,0,3
181.fa,2,0,0,0,1,0,1,0,1,0,0,0,2,1
2030.fa,2,0,0,0,1,0,0,0,1,0,1,2,1,0
2172.fa,0,0,0,0,1,0,0,0,7,0,0,0,0,0
2215.fa,0,0,1,0,1,0,0,0,2,0,0,0,0,4
2249.fa,0,0,1,2,1,0,0,0,1,0,0,0,1,2
2377.fa,2,0,1,1,1,0,0,0,0,1,0,2,0,0
28.fa,0,0,0,3,1,0,0,0,0,0,2,1,0,1
375.fa,0,0,0,0,1,0,1,0,0,0,0,1,1,4
405.fa,1,0,0,0,1,0,0,0,0,0,0,0,6,0
841.fa,0,0,0,3,1,0,0,0,0,1,2,0,1,0
1306.fa,1,0,1,1,1,0,0,0,0,0,0,0,5,0
1315.fa,0,0,1,1,1,0,0,0,0,0,0,0,0,6
1320.fa,0,0,0,2,1,0,0,0,0,0,1,0,2,3
1413.fa,1,0,2,0,1,0,0,0,1,0,1,0,0,3
18.fa,0,0,0,0,1,0,0,0,0,1,5,0,0,2
1960.fa,1,0,0,0,1,0,0,0,1,1,1,0,0,4
2294.fa,0,0,2,1,1,0,0,0,1,1,0,1,0,2
2791.fa,0,0,0,0,1,0,0,0,0,1,0,0,0,7
397.fa,0,0,0,4,1,1,0,0,0,1,0,0,0,2
4.fa,0,1,1,1,1,0,0,0,0,0,0,0,0,5
427.fa,4,0,1,0,1,0,0,0,0,0,1,0,1,1
530.fa,3,0,2,0,1,0,0,0,1,0,0,1,0,1
1054.fa,4,0,0,0,1,1,0,0,0,0,0,0,1,3
1383.fa,0,0,6,0,1,0,0,0,3,0,0,0,0,0
1483.fa,6,0,2,1,1,0,0,0,0,0,0,0,0,0
1869.fa,1,0,0,1,1,1,0,0,1,0,1,2,0,2
2393.fa,0,0,1,2,1,0,0,0,3,0,2,0,0,1
241.fa,0,1,0,1,1,0,0,0,0,0,0,0,0,7
2643.fa,0,0,0,0,1,0,0,0,1,1,0,5,1,1
